-0.0096	2.8445	-1.0456
-0.0096	2.8445	-1.0456
-0.0096	2.8445	-1.0456
-0.0096	2.8445	-1.0456
-0.0096	2.8445	-1.0456
-0.0197	-0.3222	-1.4081
-0.0214	4.1669	-1.2592
-0.0236	0.5232	-1.8972
-0.0461	2.4294	-1.2839
-0.0464	2.4291	-1.2842
-0.0496	-1.0118	4.6202
-0.0633	1.1081	-1.7774
-0.0662	0.9733	1.6724
-0.0785	1.6138	-0.9782
-0.1094	4.7182	-1.3472
-0.1206	-0.5632	-1.4484
-0.1219	3.6108	-1.3909
-0.1276	2.2517	-1.8816
-0.1292	0.9546	2.0153
-0.1314	-0.4647	-1.0311
-0.1542	13.8085	-3.2823
-0.1551	3.1747	1.2857
-0.1623	-0.6049	-1.4901
-0.1623	-0.6049	-1.4901
-0.1623	-0.6049	-1.4901
-0.1623	-0.6049	-1.4901
-0.1623	-0.6049	-1.4901
-0.1623	-0.6049	-1.4901
-0.1623	-0.6049	-1.4901
-0.1687	4.4859	-1.4377
-0.1945	1.3305	-1.0942
-0.1945	1.3305	-1.0942
-0.2051	3.5276	-1.4741
-0.2072	2.0856	-2.1564
-0.2078	0.1714	-0.8054
-0.2110	1.3023	3.0154
-0.2125	0.8019	-1.5403
-0.2125	0.8019	-1.5403
-0.2180	0.6363	-1.0723
-0.2220	2.2535	2.0731
-0.2220	2.2535	2.0731
-0.2220	2.2535	2.0731
-0.2224	3.5882	2.3705
-0.2317	-0.6743	6.2374
-0.2326	7.2055	-2.7394
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2370	-0.8968	-1.1367
-0.2418	7.4962	-1.9531
-0.2626	2.2129	-1.5004
-0.2626	2.2129	-1.5004
-0.2679	2.2076	-1.5057
-0.2712	0.2836	-0.1067
-0.2724	0.1393	-2.4545
-0.2747	-0.7498	-0.0180
-0.2747	-0.7498	-0.0180
-0.2747	-0.7498	-0.0180
-0.2747	-0.7498	-0.0180
-0.2774	-0.2774	-0.2774
-0.2774	-0.2774	-0.2774
-0.2774	-0.2774	-0.2774
-0.2774	-0.2774	-0.2774
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2849	-0.2849	-0.2849
-0.2913	-0.2913	-0.2913
-0.2913	-0.2913	-0.2913
-0.2928	-0.2928	-0.2928
-0.2975	-0.2975	-0.2975
-0.3082	-0.3082	-0.3082
-0.3082	-0.3082	-0.3082
-0.3082	-0.3082	-0.3082
-0.3082	-0.3082	-0.3082
-0.3082	-0.3082	-0.3082
-0.3183	0.5035	-0.7569
-0.3342	1.1425	-0.1697
-0.3342	1.1425	-0.1697
-0.3389	0.5154	-1.1932
-0.3389	0.5154	-1.1932
-0.3393	-0.7819	-1.6671
-0.3395	-0.3395	-0.3395
-0.3435	-0.3606	-0.3269
-0.3435	-0.3606	-0.3269
-0.3464	3.8214	-2.4839
-0.3570	-1.0030	-1.7290
-0.3609	1.2807	-2.5430
-0.3614	0.4929	-1.2157
-0.3693	1.0877	-0.3693
-0.3728	0.0389	-2.5549
-0.3768	-0.3768	-0.3768
-0.3833	-0.9836	-0.1941
-0.3852	-0.4177	0.0305
-0.3852	-0.4177	0.0305
-0.3852	-0.4177	0.0305
-0.3852	-0.4177	0.0305
-0.3852	-0.4177	0.0305
-0.3852	-0.4177	0.0305
-0.3852	-0.4177	0.0305
-0.3852	-0.4177	0.0305
-0.3852	-0.4177	0.0305
-0.3852	-0.4177	0.0305
-0.3869	-0.3869	3.1659
-0.3869	-0.3869	3.1659
-0.3871	-0.3871	-0.3871
-0.3940	-0.3940	-0.3940
-0.3940	-0.3940	-0.3940
-0.3940	-0.3940	-0.3940
-0.3940	-0.3940	-0.3940
-0.3949	-0.3949	-0.3949
-0.4019	2.8045	-1.2562
-0.4055	-0.4055	-0.4055
-0.4055	-0.4055	-0.4055
-0.4055	-0.4055	-0.4055
-0.4055	-0.4055	-0.4055
-0.4055	-0.4055	-0.4055
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.4140	-0.3786	0.8689
-0.4225	-0.4225	1.9626
-0.4225	-0.4225	1.9626
-0.4316	2.0114	-1.2537
-0.4484	-1.1012	0.4995
-0.4512	0.3487	4.0480
-0.4664	-0.4664	3.2721
-0.4664	-0.4664	3.2721
